hsb,dsb
Wobdźěleni su w najlěpšim padźe runohódnje na procesu wobdźěleni.,Wobźělone su w nejžlěpšem paźe rownogódnje na procesu wobźělone.
Fokus přesunje so wot wučerja na šulerja.,Fokus pśesunjo se wót ceptarja na wuknika.
Při tym so wěda bjezwuwzaćnje ze stron wučerja njeposrědkuje.,Pśi tom se wěda njepósrědnijo bźezwuwześnje z boka ceptarja.
Wubědźowanske struktury njejsu we wučbje wosebje wuknjenje spěchowace.,Wuběźowańske struktury njejsu we wucbje wósebnje wuknjenje spěchujuce.
Tež we wučbje knjenje A njejsu wubědźowanske struktury namakać.,Teke we wucbje kněni A njedaju se namakaś wuběźowańske struktury.
Za čas kooperatiwneje fazy pytnych změnu rólow najintensiwnišo.,Za cas kooperatiwneje faze som zawupytnuła změnu rolow nejintensiwnjej.
"Jako šulerjo samostatnje dźěłachu, zhotowi knjeni A taflowy wobraz.","Ako su wukniki samostatnje źěłali, jo kněni A zgótowiła toflowy wobraz."
Knjeni A powuži čas samostatneho dźěłanja za zhotowjenje tafloweho wobraza.,Kněni A jo wužyła cas samostatnego źěłanja za zgótowanje toflowego wobraza.
"Knjeni A chcyše na tutym městnje wědźeć, hač su problemy.","Kněni A jo kśěła na toś tom městnje wěźeś, lěc su problemy."
Sylnosć zwuka přiběraše za čas kooperowaceho dźěłanja mjez šulerjemi słyšomnje.,Głosnosć jo słyšabnje pśiběrała za cas kooperěrujucego źěłanja mjazy wuknikami.
Za čas kooperowaceho dźěłanja přiběraše sylnosć zwuka słyšomnje.,Za cas kooperěrujucego źěłanja jo słyšabnje pśiběrała głosnosć.
Mylenej komunikaciji móže so přez zaměrne komunikowanje wotpomhać.,Mólonej komunikaciji móžo se wótpomagaś pśez zaměrne komunicěrowanje.
Přez zaměrne komunikowanje móže so mylenej komunikaciji wotpomhać.,Pśez zaměrne komunicěrowanje móžo se wótpomagaś mólonej komunikaciji.
"Wučer měł dokładnje přemyslować, hač je zasahnjenje trěbne.","Wucabnik dejał dokradnje pśemyslowaś, lěc jo zapśimnjenje trjebne."
Primarnje chcych swój rozsud za zakładnošulske wučerstwo wobkrućene wědźeć.,Primarnje som kśěł wobkšuśone wěźeś swój rozsud za wucabnikojstwo zakładneje šule.
"Sym nětko měnjenja, zo sym prawy rozsud za powołanje tworiła.","Som něnto měnjenja, až som twóriła pšawy rozsud za pówołanje."
Powołanski wobraz wučerja je mi nětko wjele jasniši.,Pówołański wobraz wucabnika jo mě něnto wjele jasnjejšy.
"Sym měnjenja, zo móža so dźěći tak wjele intensiwnišo kubłać.","Som měnjenja, až mógu se źiśi tak wjele intensiwnjej wótkubłaś."
Při tym njemóžach šulerki jenož při přewjedźenju někotrych metodow wobkedźbować.,Pśi tom njejsom mógała wuknice wobglědowaś jano pśi pśewjeźenju někotarych metodow.
Zakładny praktikum je mje we wuzwolenju mojeho powołanja enormnje zesylnił.,Zakładny praktikum jo mě kradu zmócnił we wuzwólenju mójogo pówołanja.
Někotři ludźo wěšeja na swoje božodźěsćowe štomy transparentne kule z acryla.,Někotare luźe powjesuju na swóje bomy transparentne kulki z acryla.
Šuskar duje mróčel sucheje jědloweje jehliny před sobu.,Wětšašk dujo mrokawu sucheje glicki pśed sobu.
Mróčel sucheje jědloweje jehliny znošuje so hdys a hdys přez powětr.,Mrokawa sucheje jedłoweje jegliny znosujo se wótergi pśez pówětš.
"Hej, šuskarjo, woła jandźel, móžeš mje dele na zemju duć?","Hej, wětšašk, woła janźel, móžoš mě duś dołoj na zemju?"
Mały jandźel wjeseli so nad pisanym nalětnim swětom.,Janźelik se wjaseli nad pisanym nalětnym swětom.
"Jandźelk přikiwa njewjesćinskemu porej, to dóstanjetaj wobaj cyle zbožowne wobliča.","Janźelik kiwa njewjesćinskemu póroju, to dostanjotej wobej ceło glucne woblica."
"Pomału bywaju dny zymne a krótke, nocy pak přeco dlěše.","Pómałem bywaju dny zymne a krotke, ale nocy pśecej dlejše."
Ale jednoho dnja słyši mały jandźel wjesołe hłosy.,Ale jadnogo dnja słyšy mały janźel wjasołe głose.
"Zalěz do mojeho měcha, wón je hižo prózdny.","Zalěz do mójogo měcha, wón jo južo prozny."
Hypotetiske hnydomne dospołne wotewrjenje by po modelěrowanju fatalne było.,Hypotetiske ned dopołne wótwórjenje by było pó modelěrowanju fatalne.
"Luba Ludmila, daj Bóh zbožo k twojim šěsćdźesatym narodninam!","Luba Ludmila, Bog daj gluku k twójomu šesćźasetemu narodnemu dnju!"
"Dźakujemy so ći, zo nas ze swojim sobuskutkowanjom zwólniwje podpěruješ.","Źěkujomy se śi, až nas zwólna pódpěraš ze swójim sobustatkowanim."
Při wěcywustojnym wjedźenju přez wnučkow spisowaćela zhonichmy tójšto zajimaweho.,Pśi wěcywuznatem wjeźenju pśez źiśiźiśi spisowaśela smy zgónili wjele zajmnego.
Při kamjentnej žabje běše hižo słódna swačina přihotowana.,Pśi kamjentnej žabje jo była južo pśigótowana słodna wjacerja.
"Wobhladachmy pak sej tež, kak su wandrowscy žiwi.","Woglědachmy pak sebje teke, kak su wandraŕske žywe."
"Do Chrósćic so nawróćiwši, dachmy dźeń při zhromadnej wječeri wuklinčeć.","Do Chrósćic se wrośajucy, smy dali źeń wuklincaś pśi zgromadnej wjaceri."
"Dźakujemy so wšitkim, kiž su k poradźenju tutoho wulěta přinošowali.","Źěkujomy se wšyknym, kenž su pśinosowali k raźenju toś togo wulěta."
Tam budźemy grilować a sej při bjesadźe wječer zesłodźeć dać.,Tam buźomy grilowaś a sebje pśi rozgronje wjacerju zesłoźeś daś.
Zaměr je wotstronjenje buksowcow při kapałce a sadźenje nowych rostlinow.,Zaměr jo wótpóranje buksbomow pśi kapałce a sajźenje nowych rostlinow.
Kaž wšudźe ćerpja tež buksowcy při kapałce pod škódnikom.,Ako wšuźi śerpje teke buksbomy pśi kapałce pód škódnikom.
"Po tym syda mały přikusk, wjeselimy so na mnohich pilnych pomocnikow.","Pótom buźo mały pójědank, wjaselimy se na wjele pilnych pomocnikow."
Přeprošujemy na hłownu a wólbnu zhromadźiznu našeho towarstwa do Jednoty.,Pśepšosujomy na głownu a wólbnu zgromaźinu našogo towaristwa do Jadnoty.
Na zhromadźiznje zběra so sobustawski přinošk we wysokosći dwaceći euro.,Na zgromaźinje zběra se cłonkojski pśinosk we wusokosći dwaźasća euro.
"Zdźělće nam prošu hač do pjatka, z kim směmy ličić.","Dajśo nam pšosym až do pětka k wěsći, z kim smějomy licyś."
"Wotpowědnje skazamy wječer, wjeselimy so na bohate wobdźělenje.","Wótpowědnje skažomy wjacerju, wjaselimy se na bogate wobźělenje."
"Zetkamy so před kowarnju, prošu přinjesće sej dźěłowe graty sobu.","Zmakajomy se pśed kowalnju, pšosym pśinjasćo sebje źěłowe rědy sobu."
Snano namakaće při tym hodowny dar za wašich lubych?,Snaź namakajośo pśi tom gódowny dar za wašych lubych?
"Přeprošenje slěduje, ručež je wšitko nadrobnje planowane.","Pśepšosenje slědujo, gaž jo wšykno nadrobnje planowane."
Hižo wjacore generacije bydli stara burska swójba na swojim statoku.,Južo někotare generacije bydli stara burska familija na swójom byśu.
Tola z ratarstwa njemóža so dźensniši dźeń wjace žiwić.,Ale z rolnikaŕstwa njamógu se źinsajšny źeń wěcej žywiś.
"Druzy burja, kotrymž so podobnje wjedźe, přećahnu do města.","Druge bury, kótarymž se pódobnje źo, pśeśěgnu do města."
Tuž widźa jenički wupuć: gšeft z turistami!,Toś wiźe jadnučki wudrogu: wikowanje z turistami!
"Zawěšk so wočini, zo by pokazał: paradiz w dobrej stwě.","Zapowjesk se wótcynijo, aby pokazał: raj w dobrej śpě."
"Praji so, rěč je najwažniši grat za nas politikarjow.","Groni se, rěc jo nejwažnjejšy rěd za nas politikarjow."
"Woni sami rozsudźa, hač su serbske abo nic.","Wóni same rozsuźuju, lěc su serbske abo nic."
Němsko-serbski charakter sydlenskeho teritorija serbskeje narodnosće ma so zdźeržeć.,Nimsko-serbski charakter sedleńskego teritorija serbskeje narodnosći ma se zachowaś.
To stej dwě stronje jedneje a teje samsneje medalje.,To stej dwa boka jadneje a teje samskeje medalje.
"Zo by so to poradźiło, hromadźimy runje jedyn milion podpismow.","Aby se to raźiło, gromaźimy rowno jaden milion pódpismow."
"Ale sym tež přeswědčena, zo njebudźe so serbska rěč zhubić.","Ale som teke pśeznanjona, až njebuźo se serbska rěc zgubiś."
K planowanej fuziji gmejnow Pančicy-Kukow a Chrósćicy njedóńdźe.,K planowanej fuziji gmejnowu Pančicy-Kukow a Chrósćicy njedojźo.
Puć wjedźe přez wjacore ležownosće a so derje wužiwa.,Droga wjeźo pśez někotare grunty a se derje wužywa.
Na krajnej domchowance w Sebnicy so dobyćerjo zwěsćichu a mytowachu.,Na krajnej domchowance w Sebnicy su dobyśarje zwěsćili a mytowali.
Wjesne towarstwo je so k druhemu razej na wubědźowanju wobdźěliło.,Wejsne towaristwo jo se wobźěliło k drugemu razoju na wuběźowanju.
Po wubědźowanju bu žnjenska króna w sakskej statnej kencliji wustajena.,Pó wuběźowanju su žnjeńsku kronu w sakskej statnej kanclaji póstajili.
W awgusće přepławi Satkula po sylnym dešću wulke płoniny wjeski.,W awgusće jo Satkula pó mócnem dešću pśepławiła wjelike płoniny jsy.
Na wobrazu je přepławjena nawjes Při pastyrni widźeć.,Na wobrazu jo wiźeś pśepławjona najs Pśi pastyŕni.
Předchadźaca županka běše Trudla Kuringowa z Pančic-Kukowa.,Pśedchadna županka jo była Trudla Kuringowa z Pančic-Kukowa.
Farar Delenk poswjeći zarjadnišćo w kruhu dźěći a staršich swjatočnje.,Faraŕ Delenk jo swětosnje wuswěśił kubłanišćo w krejzu źiśi a starjejšych.
Zhromadnje z dalšimi hosćimi je so we wjacezaměrowej hali „Jednota“ swjećiło.,Zgromadnje z dalšnymi gósćimi su swěśili we wěcejzaměrowej hali „Jadnota“.
"Twar je architektonisce něšto wosebiteho, dokelž nima ani róžka.","Twaŕ jo architektoniski něco wósebnego, dokulaž njama razka rožka."
Planowane je wobnowjenje puća mjez Nuknicu do Lejnoho.,Planowane jo wobnowjenje drogi mjazy Nuknicu do Lejnogo.
Zhromadźujemy so kóždolětnje k dźěłowym akcijam.,Zgromaźujomy se kužde lěto k źěłowym akcijam.
Wot lěta 2017 prezentujemy so ze swójskej internetowej stronu.,Wót lěta 2017 prezentěrujomy se ze swójskeju internetoweju stronu.
"A štóž chce našemu towarstwu přistupić, namaka tam přizjewjenski formular.","A chtož co našomu towaristwoju pśistupiś, namakajo tam pśizjawjeński formular."
Rjemjesło časnikarja wukonja Jürgen hač do dźensnišeho.,Rucnikaŕstwo zegerarja wugbajo Jürgen až do źinsajšnego.
Mjeztym je towarstwo na wjace hač połsta čłonow rozrostło.,Mjaztym jo towaristwo na wěcej ako połsta cłonkow rozrosło.
Cyle připadnje dósta so do Lajskeje dźiwadłoweje skupiny Chrósćicy.,Cele pśipadnje jo se dostał do lajskeje źiwadłoweje kupki Chrosćicy.
Při kotrych inscenacijach dźiwadłoweje skupiny je potom hišće sobu hrał?,Pśi kótarych inscenacijach źiwadłoweje kupki jo pótom hyšći sobu grał?
Lěto pozdźišo přewjedźechmy dalšu dźěłarničku k zdrasćenju družki.,Lěto pózdźej smy pśewjadli dalšnu źěłaŕnicku za zdrastwjenje družki.
"Nimo toho so pokaza, kak so banty družčeje drasty wjazaja.","Mimo togo jo se pokazało, kak se wěžu banty  drastwy družki."
W spominanju na njeho wotmě so ekumeniska němsko-serbska-pólska nutrnosć.,W spominanju na njogo jo se wótměła ekumeniska nimsko-serbsko-pólska póbóžnosć.
"Tu so wopodstatni: Běchmy, smy a budźemy.","How se wobtwarźijo: Běchmy, smy a buźomy."
Někak połsta Serbowkow a Serbow je na wopomnjenske zarjadowanje přichwatało.,Něźi połsta Serbowkow a Serbow jo pśichwatało  na wopomnjeńske zarědowanje.
"Wona wodźeše nas po měsće, hdźež sej někotružkuli wosebitosć wobhladachmy.","Wóna jo nas wjadła pó měsće, źož smy sebje woglědali někotaru wósebnosć."
Po wopyće knihownje rozhladowachmy so w starym měšćanskim młynje.,Pó woglěźe biblioteki smy se rozglědowali w starem měsćańskem młynje.
Po njedźelskej Božej mši so na dompuć podachmy.,Pó njeźelskej Bóžej mšy smy se wudali na domojdrogu.
Lětsa mějachmy znowa wopyt w Namysłowje planowany.,Lětosa smy měli zasej planowany woglěd w Namysłowje.
Ale dla trajaceje pandemije to tuchwilu móžno njeje.,Ale dla trajuceje pandemije to tuchylu móžno njejo.
Chcychmy ju hižo před něšto časom muzejej přepodać.,Smy kśěli ju južo pśed dlejšym casom muzejoju pśepódaś.
Tohorunja wopytachmy rownišćo hrabinskeje swójby Gallas w podzemju cyrkwje.,Tejerownosći smy woglědali rownišćo grobinskeje familije Gallas w pódzemju cerkwje.
Nimo toho paslachu šulerjo čitanske znamješka w formje rapaka.,Mimo togo su wukniki baslili cytańske znamjenja w formje wrona.
Tu dožiwichmy recitaciju krótkeje basnje přez šulerku abo šulerja.,How smy dožywili recitaciju krotkeje basni pśez wuknicu abo wuknika.
Wosebity wjeršk móžachmy w Chróšćanskej wjacezaměrowej hali „Jednota“ dožiwić.,Wósebny wjerašk smy mógali dožywiś w chrosćańskej wěcejzaměrowej hali „Jadnota“.
Nimale 80 šulerkow a šulerjow skutkowaše w tutym projekće sobu.,Pśisamem 80 wuknicow a wuknikow jo w toś tom projekśe sobu statkowało.
Dalše tři předstajenja musicala publikum zahorichu.,Dalšne tśi pśedstajenja musicala su publikum zagórili.
Župa „Michał Hórnik“ podpěrowaše akterow z rěč spěchowanskimi wabjenskimi darami.,Župa „Michał Hórnik“ jo pódpěrowała akterow z rěc spěchujucymi wabjeńskimi darami.
Jedna ze stacijow projekta bě wězo tež muzej Ćišinskeho.,Jadna ze stacijow projekta jo se wě teke była muzej Ćišinskego.
Nimale sto čłonow bě přeprošenju na zarjadowanje sćěhowało.,Pśisamem sto cłonkow jo slědowało pśepšosenju na zarědowanje.
Zabawny wječor wuhotowaše ze swojimi lóštnymi spěwami skupina „Wólbornosće“.,Rozdrosćecy wjacor jo ze swójimi luštnymi spiwami wugótowała kupka „Naměratosći“.
Zdobom woswjeći młoda serbska kapała Contakt 10-lětny jubilej swojeho wobstaća.,Zrazom jo wóswěśiła młoda serbska kapała Contakt 10-lětny jubilej swójogo wobstaśa.
Přewažnje su jeho eksponaty z korjenjow rězbarjene.,Pśewažnje su jogo eksponaty z kórjenjow wurězbnjone.
Dwaceći přitomnym rozjima so koncepcija wustajeńcy „Kraj podłu Klóšterskeje wody“.,Dwaźasća pśibytnym jo se rozjimała koncepcija wustajeńce „Kraj spóromje Kloštaŕskeje wódy“.
Planowana wustajeńca ma so zjawnosći spřistupnić.,Planowana wustajeńca ma se spśistupniś zjawnosći.
Mjez nimi běše tež delegacija našeje župy.,Mjazy nimi jo teke delegacija našeje župy.
Wopomnjensku narěč měješe Baćonski farar Gerat Wornar.,Wopomnjeńske nagrono jo měł baćoński faraŕ Gerat Wornar.
Dotalna rumnosć muzeja njewotpowěduje hižo žadanjam a niwowej dźensnišeho časa.,Doněntna rumnosć muzeja njewótpowědujo južo pominanjam a niwowoju źinsajšnego casa.
Za spjelnjenje tutoho wobšěrneho projekta so wutrobnje dźakujemy.,Za dopołnjenje toś togo wobšyrnego projekta se wutšobnje źěkujomy.
Tak daloko k dźěławosći minjeneho dwě a poł lěta.,Tak daloko k źěłabnosći slědnego połtśeśa lěta.
"Wón namołwi młodu žonu, žurlu nablaku wopušćić.","Wón młodu žeńsku napomina, zalu ned spušćiś."
Hižo 1963 wuńdźe powědančko wo Židowce Hanje serbsce.,Južo 1963 jo tšojeńko wó Žydowce Hanje wujšło serbski.
"Kniha dožiwi wjacore nakłady, němski přełožk dołhi čas njeje był.","Knigły su dožywili někotare nakłady, nimski pśełožk njejo dłujki cas był."
Mjeztym předleži Kochowe powědančko w rjenje wuhotowanym wudaću němsce.,Mjaztym pśedlažy Kochowe wulicowańko w rědnje wugótowanem wudaśu nimski.
Tragiska stawizna zaběraše ludźi w Hórkach.,Tragiske tšojenje jo zaběrało luźi w Hórkach.
Załoženskeho direktora załožby Nowa synagoga Berlin zajimowachu Serbja hižo dołho.,Załožeńskego direktora załožby Nowa synagoga Barliń su Serby južo dłujko zajmowali.
Na mnohich stronach rjaduja so epizody husće na so.,Na wjele bokach rěduju se epizody cesto na se.
"Stawizny bywaju jasne na jednotliwym dóńće, praji Jurij Kubaš.","Stawizny bywaju jasne na jadnotliwem pśisuźe, groni Jurij Kubaš."
Nětko němsce předležacemu powědančku přiměri wón tuž wulki wuznam.,Něnto nimski pśedlažecemu wulicowańkoju pśiměri wón toś wjeliki wuznam.
"Snano přizjewi so něchtó, kiž móže pokiwy dać.","Snaź pśizjawijo se něchten, kenž móžo daś pokazki."
Daniel Zoba budźe społnomócnjeny za digitalizaciju Załožby za serbski lud.,Daniel Zoba buźo społnomócnjony za digitalizaciju Załožby za serbski lud.
Što čini tajki motiwator a hdźe ma so wón zasadźić?,Co cyni taki motiwator a źo ma se wón zasajźiś?
W běhu lěta ma so potencial wotpowědnych regionow analyzować.,W běgu lěta ma se analyzěrowaś potencial wótpowědujucych regionow.
Tež w Zapadnej Anatoliskej je tulpa rozšěrjena.,Teke w Pódwjacornej Anatoliskej jo tulpa rozšyrjona.
Stawizny Anatoliskeje sahaja wjace hač jedyn milion lět wróćo.,Stawizny Anatoliskeje segaju slědk wěcej ako jaden milion lět.
Winica je jedna za plahowanje wina ratarsce wužiwana płonina.,Winica jo jadna za kubłanje wina rolnikaŕski wužywane płonina.
"Winicowa tulpa toleruje połsćin, husto pak přerady njekćěje.","Winicowa tulpa tolerěrujo połchłodk, cesto pak pśeliš rad njekwiśo."
Městna w połsćinje móža jara atraktiwne za paproće być.,Městna w połchłodku mógu wjelgin atraktiwne byś za paprośi.
Rozmnoženje winicoweje tulpy stawa so přez bujne wuběžki.,Rozmnoženje winicoweje tulpy se stawa pśez bujne wobnožki.
